/home/kopt/enter/envs/wsl_neuroMCTS/lib/python3.10/site-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
pygame 2.6.1 (SDL 2.28.4, Python 3.10.19)
Hello from the pygame community. https://www.pygame.org/contribute.html
집합 상위 학습 | 반경 300 상한 1000 무배송 500 gamma 0.997 구성=무작위 드론[3, 6] 목적지[20, 80] CC무작위 인스턴스=무작위 목표유지=off 완주보상=0.0 잔여페널티=0.1 규칙관측=False 규칙정규화=2.0 막힘페널티=0.0 도달권shaping=0.0 자기회귀=True 홀드아웃상한=3000 선택=makespan
/home/kopt/drone/proposed_src/pipeline/train_v5_26_09_15_23.py:335: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:836.)
  writer.add_scalar("train/alpha", float(log_alpha.exp()), ep)
Ep 1 | 드론5 목적지43 |  986스텝 | 배송 43/43 | 재적재  7 | 중계율 0.11 | alpha 0.100 | complete
Ep 395 | 드론5 목적지55 |  584스텝 | 배송 55/55 | 재적재  9 | 중계율 0.10 | alpha 1.474 | complete
Ep 396 | 드론5 목적지71 |  605스텝 | 배송 71/71 | 재적재 11 | 중계율 0.09 | alpha 1.492 | complete
Ep 397 | 드론4 목적지36 |  587스텝 | 배송 36/36 | 재적재  6 | 중계율 0.14 | alpha 1.480 | complete
Ep 398 | 드론4 목적지52 |  849스텝 | 배송 52/52 | 재적재  9 | 중계율 0.12 | alpha 1.485 | complete
Ep 399 | 드론3 목적지46 |  872스텝 | 배송 46/46 | 재적재  8 | 중계율 0.18 | alpha 1.476 | complete
Ep 400 | 드론4 목적지34 |  618스텝 | 배송 34/34 | 재적재  6 | 중계율 0.14 | alpha 1.449 | complete
  [홀드아웃] 배송 50.0±0.2 완주 0.97 스텝 1031 점수 104.1 재적재 8.2 2홉+ 0.64 | 최고 106.6@ep200 정체 4/15
Ep 401 | 드론3 목적지38 |  966스텝 | 배송 38/38 | 재적재  7 | 중계율 0.25 | alpha 1.494 | complete
Ep 402 | 드론5 목적지36 |  528스텝 | 배송 36/36 | 재적재  6 | 중계율 0.10 | alpha 1.473 | complete
Ep 403 | 드론4 목적지73 | 1000스텝 | 배송 57/73 | 재적재 11 | 중계율 0.15 | alpha 1.478 | step_limit
Ep 404 | 드론5 목적지70 |  826스텝 | 배송 70/70 | 재적재 13 | 중계율 0.17 | alpha 1.470 | complete
Ep 405 | 드론3 목적지25 |  451스텝 | 배송 25/25 | 재적재  3 | 중계율 0.17 | alpha 1.462 | complete
Ep 406 | 드론6 목적지58 |  592스텝 | 배송 58/58 | 재적재 10 | 중계율 0.15 | alpha 1.463 | complete
Ep 407 | 드론5 목적지70 |  810스텝 | 배송 70/70 | 재적재 13 | 중계율 0.15 | alpha 1.454 | complete
Ep 408 | 드론4 목적지40 |  584스텝 | 배송 40/40 | 재적재  7 | 중계율 0.11 | alpha 1.462 | complete
Ep 409 | 드론3 목적지30 |  645스텝 | 배송 30/30 | 재적재  5 | 중계율 0.12 | alpha 1.463 | complete
Ep 410 | 드론3 목적지63 | 1000스텝 | 배송 59/63 | 재적재 11 | 중계율 0.22 | alpha 1.463 | step_limit
Ep 411 | 드론3 목적지48 |  918스텝 | 배송 48/48 | 재적재  7 | 중계율 0.23 | alpha 1.465 | complete
Ep 412 | 드론5 목적지34 |  414스텝 | 배송 34/34 | 재적재  4 | 중계율 0.14 | alpha 1.457 | complete
Ep 413 | 드론4 목적지22 |  391스텝 | 배송 22/22 | 재적재  3 | 중계율 0.13 | alpha 1.459 | complete
Ep 414 | 드론3 목적지51 | 1000스텝 | 배송 44/51 | 재적재  7 | 중계율 0.21 | alpha 1.453 | step_limit
Ep 415 | 드론6 목적지45 |  460스텝 | 배송 45/45 | 재적재  5 | 중계율 0.13 | alpha 1.451 | complete
Ep 416 | 드론4 목적지60 |  931스텝 | 배송 60/60 | 재적재 10 | 중계율 0.18 | alpha 1.440 | complete
Ep 417 | 드론3 목적지43 |  786스텝 | 배송 43/43 | 재적재  7 | 중계율 0.23 | alpha 1.446 | complete
Ep 418 | 드론5 목적지75 | 1000스텝 | 배송 74/75 | 재적재 12 | 중계율 0.22 | alpha 1.452 | step_limit
Ep 419 | 드론6 목적지60 |  607스텝 | 배송 60/60 | 재적재 10 | 중계율 0.16 | alpha 1.443 | complete
Ep 420 | 드론3 목적지22 |  766스텝 | 배송 22/22 | 재적재  4 | 중계율 0.23 | alpha 1.432 | complete
Ep 421 | 드론5 목적지40 |  746스텝 | 배송 40/40 | 재적재  6 | 중계율 0.20 | alpha 1.415 | complete
Ep 422 | 드론6 목적지52 |  677스텝 | 배송 52/52 | 재적재  7 | 중계율 0.12 | alpha 1.417 | complete
Ep 423 | 드론4 목적지29 |  613스텝 | 배송 29/29 | 재적재  4 | 중계율 0.12 | alpha 1.419 | complete
Ep 424 | 드론4 목적지29 |  361스텝 | 배송 29/29 | 재적재  4 | 중계율 0.10 | alpha 1.414 | complete
Ep 425 | 드론3 목적지80 | 1000스텝 | 배송 63/80 | 재적재 11 | 중계율 0.15 | alpha 1.413 | step_limit
Ep 426 | 드론5 목적지78 |  783스텝 | 배송 78/78 | 재적재 14 | 중계율 0.12 | alpha 1.416 | complete
Ep 427 | 드론4 목적지46 | 1000스텝 | 배송 41/46 | 재적재  7 | 중계율 0.22 | alpha 1.435 | step_limit
Ep 428 | 드론5 목적지72 |  776스텝 | 배송 72/72 | 재적재 13 | 중계율 0.14 | alpha 1.455 | complete
Ep 429 | 드론4 목적지72 | 1000스텝 | 배송 68/72 | 재적재 12 | 중계율 0.22 | alpha 1.478 | step_limit
Ep 430 | 드론3 목적지78 | 1000스텝 | 배송 55/78 | 재적재  9 | 중계율 0.15 | alpha 1.494 | step_limit
Ep 431 | 드론4 목적지23 |  336스텝 | 배송 23/23 | 재적재  3 | 중계율 0.18 | alpha 1.496 | complete
Ep 432 | 드론6 목적지41 |  546스텝 | 배송 41/41 | 재적재  5 | 중계율 0.11 | alpha 1.479 | complete
Ep 433 | 드론3 목적지66 | 1000스텝 | 배송 60/66 | 재적재 11 | 중계율 0.17 | alpha 1.459 | step_limit
Ep 434 | 드론5 목적지62 |  947스텝 | 배송 62/62 | 재적재 10 | 중계율 0.22 | alpha 1.453 | complete
Ep 435 | 드론3 목적지32 |  752스텝 | 배송 32/32 | 재적재  5 | 중계율 0.15 | alpha 1.451 | complete
Ep 436 | 드론6 목적지65 |  478스텝 | 배송 65/65 | 재적재 11 | 중계율 0.08 | alpha 1.443 | complete
Ep 437 | 드론5 목적지61 |  636스텝 | 배송 61/61 | 재적재 10 | 중계율 0.11 | alpha 1.440 | complete
Ep 438 | 드론3 목적지37 | 1000스텝 | 배송 36/37 | 재적재  6 | 중계율 0.20 | alpha 1.434 | step_limit
Ep 439 | 드론5 목적지49 |  713스텝 | 배송 49/49 | 재적재  8 | 중계율 0.18 | alpha 1.429 | complete
Ep 440 | 드론4 목적지42 |  615스텝 | 배송 42/42 | 재적재  6 | 중계율 0.18 | alpha 1.440 | complete
Ep 441 | 드론3 목적지54 | 1000스텝 | 배송 50/54 | 재적재  9 | 중계율 0.21 | alpha 1.446 | step_limit
Ep 442 | 드론6 목적지41 |  542스텝 | 배송 41/41 | 재적재  5 | 중계율 0.12 | alpha 1.470 | complete
Ep 443 | 드론4 목적지61 | 1000스텝 | 배송 60/61 | 재적재 10 | 중계율 0.23 | alpha 1.488 | step_limit
Ep 444 | 드론4 목적지55 |  692스텝 | 배송 55/55 | 재적재 10 | 중계율 0.16 | alpha 1.505 | complete
Ep 445 | 드론3 목적지49 |  930스텝 | 배송 49/49 | 재적재  9 | 중계율 0.20 | alpha 1.514 | complete
Ep 446 | 드론6 목적지72 |  545스텝 | 배송 72/72 | 재적재 12 | 중계율 0.12 | alpha 1.520 | complete
Ep 447 | 드론6 목적지40 |  447스텝 | 배송 40/40 | 재적재  6 | 중계율 0.13 | alpha 1.518 | complete
Ep 448 | 드론4 목적지71 | 1000스텝 | 배송 64/71 | 재적재 11 | 중계율 0.20 | alpha 1.541 | step_limit
Ep 449 | 드론5 목적지26 |  347스텝 | 배송 26/26 | 재적재  4 | 중계율 0.14 | alpha 1.550 | complete
Ep 450 | 드론3 목적지56 | 1000스텝 | 배송 50/56 | 재적재  8 | 중계율 0.24 | alpha 1.520 | step_limit
  [홀드아웃] 배송 49.5±2.3 완주 0.90 스텝 1017 점수 96.6 재적재 8.3 2홉+ 0.64 | 최고 106.6@ep200 정체 5/15
Ep 451 | 드론6 목적지51 |  478스텝 | 배송 51/51 | 재적재  8 | 중계율 0.15 | alpha 1.531 | complete
Ep 452 | 드론3 목적지34 |  627스텝 | 배송 34/34 | 재적재  5 | 중계율 0.13 | alpha 1.527 | complete
Ep 453 | 드론5 목적지47 |  573스텝 | 배송 47/47 | 재적재  9 | 중계율 0.14 | alpha 1.526 | complete
Ep 454 | 드론6 목적지70 |  740스텝 | 배송 70/70 | 재적재 13 | 중계율 0.19 | alpha 1.538 | complete
Ep 455 | 드론5 목적지44 |  595스텝 | 배송 44/44 | 재적재  7 | 중계율 0.16 | alpha 1.521 | complete
Ep 456 | 드론6 목적지49 |  442스텝 | 배송 49/49 | 재적재  7 | 중계율 0.09 | alpha 1.516 | complete
Ep 457 | 드론6 목적지56 |  391스텝 | 배송 56/56 | 재적재  8 | 중계율 0.10 | alpha 1.495 | complete
Ep 458 | 드론6 목적지42 |  413스텝 | 배송 42/42 | 재적재  5 | 중계율 0.12 | alpha 1.493 | complete
Ep 459 | 드론3 목적지45 |  721스텝 | 배송 45/45 | 재적재  7 | 중계율 0.14 | alpha 1.499 | complete
Ep 460 | 드론5 목적지73 |  841스텝 | 배송 73/73 | 재적재 12 | 중계율 0.14 | alpha 1.464 | complete
Ep 461 | 드론3 목적지30 |  990스텝 | 배송 30/30 | 재적재  5 | 중계율 0.27 | alpha 1.461 | complete
Ep 462 | 드론4 목적지64 | 1000스텝 | 배송 60/64 | 재적재 11 | 중계율 0.17 | alpha 1.462 | step_limit
Ep 463 | 드론4 목적지63 | 1000스텝 | 배송 61/63 | 재적재 11 | 중계율 0.21 | alpha 1.446 | step_limit
Ep 464 | 드론3 목적지68 | 1000스텝 | 배송 62/68 | 재적재 11 | 중계율 0.17 | alpha 1.451 | step_limit
Ep 465 | 드론6 목적지63 |  705스텝 | 배송 63/63 | 재적재 10 | 중계율 0.17 | alpha 1.438 | complete
Ep 466 | 드론5 목적지65 | 1000스텝 | 배송 61/65 | 재적재 10 | 중계율 0.12 | alpha 1.448 | step_limit
Ep 467 | 드론5 목적지57 |  534스텝 | 배송 57/57 | 재적재  9 | 중계율 0.12 | alpha 1.432 | complete
Ep 468 | 드론3 목적지35 |  700스텝 | 배송 35/35 | 재적재  6 | 중계율 0.17 | alpha 1.430 | complete
Ep 469 | 드론4 목적지46 | 1000스텝 | 배송 44/46 | 재적재  7 | 중계율 0.29 | alpha 1.484 | step_limit
Ep 470 | 드론6 목적지53 |  452스텝 | 배송 53/53 | 재적재  8 | 중계율 0.14 | alpha 1.482 | complete
Ep 471 | 드론6 목적지45 |  412스텝 | 배송 45/45 | 재적재  5 | 중계율 0.14 | alpha 1.505 | complete
Ep 472 | 드론4 목적지53 | 1000스텝 | 배송 48/53 | 재적재  9 | 중계율 0.19 | alpha 1.527 | step_limit
Ep 473 | 드론5 목적지71 |  822스텝 | 배송 71/71 | 재적재 11 | 중계율 0.17 | alpha 1.512 | complete
Ep 474 | 드론5 목적지25 |  429스텝 | 배송 25/25 | 재적재  2 | 중계율 0.20 | alpha 1.506 | complete
Ep 475 | 드론5 목적지40 |  750스텝 | 배송 40/40 | 재적재  6 | 중계율 0.17 | alpha 1.501 | complete
Ep 476 | 드론3 목적지33 |  657스텝 | 배송 33/33 | 재적재  5 | 중계율 0.16 | alpha 1.506 | complete
Ep 477 | 드론3 목적지21 |  609스텝 | 배송 21/21 | 재적재  3 | 중계율 0.15 | alpha 1.510 | complete
Ep 478 | 드론5 목적지22 |  229스텝 | 배송 22/22 | 재적재  1 | 중계율 0.11 | alpha 1.494 | complete
Ep 479 | 드론6 목적지41 |  711스텝 | 배송 41/41 | 재적재  6 | 중계율 0.21 | alpha 1.461 | complete
Ep 480 | 드론4 목적지57 |  819스텝 | 배송 57/57 | 재적재 10 | 중계율 0.14 | alpha 1.458 | complete
Ep 481 | 드론3 목적지66 | 1000스텝 | 배송 60/66 | 재적재 12 | 중계율 0.18 | alpha 1.442 | step_limit
Ep 482 | 드론5 목적지76 | 1000스텝 | 배송 75/76 | 재적재 13 | 중계율 0.16 | alpha 1.437 | step_limit
Ep 483 | 드론4 목적지28 |  422스텝 | 배송 28/28 | 재적재  4 | 중계율 0.11 | alpha 1.441 | complete
Ep 484 | 드론6 목적지35 |  346스텝 | 배송 35/35 | 재적재  5 | 중계율 0.07 | alpha 1.430 | complete
Ep 485 | 드론6 목적지44 |  446스텝 | 배송 44/44 | 재적재  7 | 중계율 0.15 | alpha 1.433 | complete
Ep 486 | 드론6 목적지75 |  649스텝 | 배송 75/75 | 재적재 12 | 중계율 0.10 | alpha 1.429 | complete
Ep 487 | 드론4 목적지75 |  950스텝 | 배송 75/75 | 재적재 14 | 중계율 0.13 | alpha 1.419 | complete
Ep 488 | 드론5 목적지60 |  691스텝 | 배송 60/60 | 재적재  9 | 중계율 0.17 | alpha 1.418 | complete
Ep 489 | 드론4 목적지80 |  927스텝 | 배송 80/80 | 재적재 15 | 중계율 0.12 | alpha 1.438 | complete
Ep 490 | 드론3 목적지30 |  867스텝 | 배송 30/30 | 재적재  5 | 중계율 0.21 | alpha 1.435 | complete
Ep 491 | 드론4 목적지59 |  898스텝 | 배송 59/59 | 재적재  9 | 중계율 0.22 | alpha 1.425 | complete
Ep 492 | 드론3 목적지74 | 1000스텝 | 배송 60/74 | 재적재 11 | 중계율 0.22 | alpha 1.424 | step_limit
Ep 493 | 드론3 목적지47 | 1000스텝 | 배송 44/47 | 재적재  8 | 중계율 0.20 | alpha 1.461 | step_limit
Ep 494 | 드론4 목적지52 |  877스텝 | 배송 52/52 | 재적재  9 | 중계율 0.17 | alpha 1.457 | complete
Ep 495 | 드론4 목적지54 |  774스텝 | 배송 54/54 | 재적재  9 | 중계율 0.18 | alpha 1.461 | complete
Ep 496 | 드론6 목적지56 |  476스텝 | 배송 56/56 | 재적재  8 | 중계율 0.13 | alpha 1.466 | complete
Ep 497 | 드론6 목적지73 |  697스텝 | 배송 73/73 | 재적재 11 | 중계율 0.17 | alpha 1.470 | complete
Ep 498 | 드론4 목적지22 |  321스텝 | 배송 22/22 | 재적재  3 | 중계율 0.16 | alpha 1.476 | complete
Ep 499 | 드론6 목적지55 |  535스텝 | 배송 55/55 | 재적재  9 | 중계율 0.15 | alpha 1.476 | complete
Ep 500 | 드론3 목적지55 | 1000스텝 | 배송 54/55 | 재적재  9 | 중계율 0.24 | alpha 1.501 | step_limit
  [홀드아웃] 배송 49.9±0.6 완주 0.97 스텝 972 점수 104.3 재적재 8.4 2홉+ 0.62 | 최고 106.6@ep200 정체 6/15
Ep 501 | 드론6 목적지25 |  239스텝 | 배송 25/25 | 재적재  0 | 중계율 0.06 | alpha 1.501 | complete
Ep 502 | 드론3 목적지53 | 1000스텝 | 배송 52/53 | 재적재  9 | 중계율 0.23 | alpha 1.492 | step_limit
Ep 503 | 드론5 목적지73 |  709스텝 | 배송 73/73 | 재적재 12 | 중계율 0.14 | alpha 1.485 | complete
Ep 504 | 드론3 목적지60 | 1000스텝 | 배송 57/60 | 재적재 10 | 중계율 0.18 | alpha 1.482 | step_limit
Ep 505 | 드론4 목적지72 | 1000스텝 | 배송 66/72 | 재적재 12 | 중계율 0.18 | alpha 1.507 | step_limit
Ep 506 | 드론4 목적지76 |  943스텝 | 배송 76/76 | 재적재 13 | 중계율 0.19 | alpha 1.470 | complete
Ep 507 | 드론6 목적지79 |  635스텝 | 배송 79/79 | 재적재 14 | 중계율 0.12 | alpha 1.451 | complete
Ep 508 | 드론6 목적지38 |  509스텝 | 배송 38/38 | 재적재  5 | 중계율 0.16 | alpha 1.449 | complete
Ep 509 | 드론4 목적지52 |  665스텝 | 배송 52/52 | 재적재  9 | 중계율 0.09 | alpha 1.437 | complete
Ep 510 | 드론4 목적지42 |  681스텝 | 배송 42/42 | 재적재  7 | 중계율 0.16 | alpha 1.422 | complete
Ep 511 | 드론4 목적지21 |  593스텝 | 배송 21/21 | 재적재  3 | 중계율 0.20 | alpha 1.443 | complete
Ep 512 | 드론4 목적지23 |  664스텝 | 배송 23/23 | 재적재  3 | 중계율 0.16 | alpha 1.456 | complete
Ep 513 | 드론3 목적지66 | 1000스텝 | 배송 57/66 | 재적재 11 | 중계율 0.16 | alpha 1.445 | step_limit
Ep 514 | 드론4 목적지38 |  588스텝 | 배송 38/38 | 재적재  6 | 중계율 0.20 | alpha 1.456 | complete
Ep 515 | 드론5 목적지23 |  665스텝 | 배송 23/23 | 재적재  2 | 중계율 0.20 | alpha 1.437 | complete
Ep 516 | 드론5 목적지34 |  384스텝 | 배송 34/34 | 재적재  4 | 중계율 0.13 | alpha 1.451 | complete
Ep 517 | 드론4 목적지73 | 1000스텝 | 배송 72/73 | 재적재 12 | 중계율 0.16 | alpha 1.449 | step_limit
Ep 518 | 드론5 목적지43 |  484스텝 | 배송 43/43 | 재적재  7 | 중계율 0.10 | alpha 1.462 | complete
Ep 519 | 드론4 목적지65 | 1000스텝 | 배송 56/65 | 재적재  9 | 중계율 0.23 | alpha 1.470 | step_limit
Ep 520 | 드론5 목적지55 |  635스텝 | 배송 55/55 | 재적재  9 | 중계율 0.15 | alpha 1.489 | complete
Ep 521 | 드론4 목적지62 |  729스텝 | 배송 62/62 | 재적재 10 | 중계율 0.16 | alpha 1.494 | complete
Ep 522 | 드론6 목적지37 |  384스텝 | 배송 37/37 | 재적재  6 | 중계율 0.13 | alpha 1.475 | complete
Ep 523 | 드론6 목적지66 |  498스텝 | 배송 66/66 | 재적재 11 | 중계율 0.11 | alpha 1.471 | complete
Ep 524 | 드론4 목적지57 |  697스텝 | 배송 57/57 | 재적재  9 | 중계율 0.17 | alpha 1.455 | complete
Ep 525 | 드론4 목적지39 |  755스텝 | 배송 39/39 | 재적재  6 | 중계율 0.17 | alpha 1.433 | complete
Ep 526 | 드론5 목적지73 |  674스텝 | 배송 73/73 | 재적재 12 | 중계율 0.13 | alpha 1.435 | complete
Ep 527 | 드론6 목적지58 |  483스텝 | 배송 58/58 | 재적재  9 | 중계율 0.12 | alpha 1.459 | complete
Ep 528 | 드론5 목적지46 |  428스텝 | 배송 46/46 | 재적재  6 | 중계율 0.11 | alpha 1.468 | complete
Ep 529 | 드론6 목적지20 |  203스텝 | 배송 20/20 | 재적재  0 | 중계율 0.10 | alpha 1.462 | complete
Ep 530 | 드론6 목적지72 |  580스텝 | 배송 72/72 | 재적재 11 | 중계율 0.13 | alpha 1.453 | complete
Ep 531 | 드론3 목적지21 |  635스텝 | 배송 21/21 | 재적재  3 | 중계율 0.25 | alpha 1.441 | complete
Ep 532 | 드론5 목적지32 |  657스텝 | 배송 32/32 | 재적재  5 | 중계율 0.21 | alpha 1.459 | complete
Ep 533 | 드론4 목적지79 | 1000스텝 | 배송 73/79 | 재적재 13 | 중계율 0.21 | alpha 1.440 | step_limit
Ep 534 | 드론6 목적지56 |  826스텝 | 배송 56/56 | 재적재 10 | 중계율 0.17 | alpha 1.418 | complete
Ep 535 | 드론3 목적지68 | 1000스텝 | 배송 54/68 | 재적재 10 | 중계율 0.20 | alpha 1.414 | step_limit
Ep 536 | 드론5 목적지57 |  897스텝 | 배송 57/57 | 재적재  9 | 중계율 0.26 | alpha 1.425 | complete
Ep 537 | 드론4 목적지49 |  767스텝 | 배송 49/49 | 재적재  8 | 중계율 0.20 | alpha 1.406 | complete
Ep 538 | 드론4 목적지38 |  666스텝 | 배송 38/38 | 재적재  7 | 중계율 0.21 | alpha 1.392 | complete
Ep 539 | 드론5 목적지79 |  922스텝 | 배송 79/79 | 재적재 14 | 중계율 0.17 | alpha 1.395 | complete
Ep 540 | 드론6 목적지70 |  602스텝 | 배송 70/70 | 재적재 11 | 중계율 0.11 | alpha 1.384 | complete
Ep 541 | 드론5 목적지77 |  632스텝 | 배송 77/77 | 재적재 15 | 중계율 0.10 | alpha 1.393 | complete
Ep 542 | 드론5 목적지53 |  753스텝 | 배송 53/53 | 재적재  9 | 중계율 0.18 | alpha 1.382 | complete
Ep 543 | 드론3 목적지49 |  967스텝 | 배송 49/49 | 재적재  8 | 중계율 0.22 | alpha 1.388 | complete
Ep 544 | 드론6 목적지68 |  521스텝 | 배송 68/68 | 재적재 11 | 중계율 0.13 | alpha 1.398 | complete
Ep 545 | 드론6 목적지56 |  594스텝 | 배송 56/56 | 재적재  9 | 중계율 0.19 | alpha 1.390 | complete
Ep 546 | 드론6 목적지75 |  647스텝 | 배송 75/75 | 재적재 13 | 중계율 0.09 | alpha 1.410 | complete
Ep 547 | 드론4 목적지71 | 1000스텝 | 배송 67/71 | 재적재 10 | 중계율 0.20 | alpha 1.423 | step_limit
Ep 548 | 드론4 목적지80 |  907스텝 | 배송 80/80 | 재적재 15 | 중계율 0.13 | alpha 1.415 | complete
Ep 549 | 드론5 목적지38 |  428스텝 | 배송 38/38 | 재적재  6 | 중계율 0.15 | alpha 1.408 | complete
Ep 550 | 드론5 목적지49 |  551스텝 | 배송 49/49 | 재적재  8 | 중계율 0.09 | alpha 1.415 | complete
  [홀드아웃] 배송 50.0±0.0 완주 1.00 스텝 1012 점수 106.6 재적재 8.1 2홉+ 0.63 | 최고 106.6@ep550 정체 0/15  ← 갱신
Ep 551 | 드론3 목적지56 | 1000스텝 | 배송 52/56 | 재적재 10 | 중계율 0.21 | alpha 1.408 | step_limit
Ep 552 | 드론6 목적지27 |  523스텝 | 배송 27/27 | 재적재  2 | 중계율 0.17 | alpha 1.404 | complete
Ep 553 | 드론3 목적지46 |  818스텝 | 배송 46/46 | 재적재  8 | 중계율 0.16 | alpha 1.404 | complete
Ep 554 | 드론5 목적지72 |  642스텝 | 배송 72/72 | 재적재 12 | 중계율 0.11 | alpha 1.403 | complete
Ep 555 | 드론3 목적지68 | 1000스텝 | 배송 47/68 | 재적재  9 | 중계율 0.22 | alpha 1.410 | step_limit
Ep 556 | 드론4 목적지30 |  614스텝 | 배송 30/30 | 재적재  4 | 중계율 0.17 | alpha 1.408 | complete
Ep 557 | 드론4 목적지46 |  557스텝 | 배송 46/46 | 재적재  8 | 중계율 0.11 | alpha 1.403 | complete
Ep 558 | 드론5 목적지66 | 1000스텝 | 배송 64/66 | 재적재 10 | 중계율 0.24 | alpha 1.408 | step_limit
Ep 559 | 드론6 목적지78 |  775스텝 | 배송 78/78 | 재적재 12 | 중계율 0.14 | alpha 1.393 | complete
Ep 560 | 드론3 목적지22 |  593스텝 | 배송 22/22 | 재적재  2 | 중계율 0.24 | alpha 1.391 | complete
Ep 561 | 드론4 목적지29 |  310스텝 | 배송 29/29 | 재적재  5 | 중계율 0.11 | alpha 1.387 | complete
Ep 562 | 드론5 목적지71 |  971스텝 | 배송 71/71 | 재적재 11 | 중계율 0.13 | alpha 1.418 | complete
Ep 563 | 드론6 목적지61 |  629스텝 | 배송 61/61 | 재적재 10 | 중계율 0.18 | alpha 1.412 | complete
Ep 564 | 드론6 목적지44 |  284스텝 | 배송 44/44 | 재적재  6 | 중계율 0.06 | alpha 1.413 | complete
Ep 565 | 드론6 목적지21 |  199스텝 | 배송 21/21 | 재적재  0 | 중계율 0.11 | alpha 1.398 | complete
Ep 566 | 드론5 목적지23 |  296스텝 | 배송 23/23 | 재적재  2 | 중계율 0.09 | alpha 1.396 | complete
Ep 567 | 드론6 목적지57 |  417스텝 | 배송 57/57 | 재적재  8 | 중계율 0.07 | alpha 1.394 | complete
Ep 568 | 드론6 목적지23 |  305스텝 | 배송 23/23 | 재적재  3 | 중계율 0.15 | alpha 1.399 | complete
Ep 569 | 드론5 목적지79 |  922스텝 | 배송 79/79 | 재적재 13 | 중계율 0.20 | alpha 1.443 | complete
Ep 570 | 드론5 목적지70 | 1000스텝 | 배송 69/70 | 재적재 12 | 중계율 0.13 | alpha 1.446 | step_limit
Ep 571 | 드론6 목적지78 |  596스텝 | 배송 78/78 | 재적재 13 | 중계율 0.07 | alpha 1.441 | complete
Ep 572 | 드론5 목적지70 |  589스텝 | 배송 70/70 | 재적재 11 | 중계율 0.13 | alpha 1.441 | complete
Ep 573 | 드론3 목적지77 | 1000스텝 | 배송 55/77 | 재적재  9 | 중계율 0.21 | alpha 1.453 | step_limit
Ep 574 | 드론5 목적지34 |  339스텝 | 배송 34/34 | 재적재  4 | 중계율 0.12 | alpha 1.452 | complete
Ep 575 | 드론3 목적지21 |  508스텝 | 배송 21/21 | 재적재  3 | 중계율 0.15 | alpha 1.459 | complete
Ep 576 | 드론4 목적지39 |  481스텝 | 배송 39/39 | 재적재  6 | 중계율 0.10 | alpha 1.450 | complete
Ep 577 | 드론6 목적지53 |  536스텝 | 배송 53/53 | 재적재  7 | 중계율 0.15 | alpha 1.427 | complete
Ep 578 | 드론5 목적지29 |  324스텝 | 배송 29/29 | 재적재  4 | 중계율 0.10 | alpha 1.434 | complete
Ep 579 | 드론4 목적지67 | 1000스텝 | 배송 60/67 | 재적재 10 | 중계율 0.18 | alpha 1.411 | step_limit
Ep 580 | 드론5 목적지39 |  566스텝 | 배송 39/39 | 재적재  7 | 중계율 0.16 | alpha 1.408 | complete
Ep 581 | 드론4 목적지25 |  548스텝 | 배송 25/25 | 재적재  4 | 중계율 0.25 | alpha 1.413 | complete
Ep 582 | 드론3 목적지27 |  734스텝 | 배송 27/27 | 재적재  5 | 중계율 0.18 | alpha 1.424 | complete
Ep 583 | 드론3 목적지67 | 1000스텝 | 배송 55/67 | 재적재 10 | 중계율 0.17 | alpha 1.435 | step_limit
Ep 584 | 드론5 목적지70 |  823스텝 | 배송 70/70 | 재적재 12 | 중계율 0.14 | alpha 1.412 | complete
Ep 585 | 드론3 목적지50 | 1000스텝 | 배송 49/50 | 재적재  8 | 중계율 0.21 | alpha 1.403 | step_limit
Ep 586 | 드론3 목적지55 | 1000스텝 | 배송 50/55 | 재적재  8 | 중계율 0.24 | alpha 1.422 | step_limit
Ep 587 | 드론6 목적지46 |  470스텝 | 배송 46/46 | 재적재  6 | 중계율 0.12 | alpha 1.405 | complete
Ep 588 | 드론3 목적지39 |  664스텝 | 배송 39/39 | 재적재  6 | 중계율 0.21 | alpha 1.428 | complete
Ep 589 | 드론6 목적지48 |  525스텝 | 배송 48/48 | 재적재  7 | 중계율 0.15 | alpha 1.434 | complete
Ep 590 | 드론4 목적지55 |  800스텝 | 배송 55/55 | 재적재  9 | 중계율 0.12 | alpha 1.442 | complete
Ep 591 | 드론3 목적지70 | 1000스텝 | 배송 62/70 | 재적재 11 | 중계율 0.19 | alpha 1.444 | step_limit
Ep 592 | 드론3 목적지45 | 1000스텝 | 배송 43/45 | 재적재  7 | 중계율 0.22 | alpha 1.465 | step_limit
Ep 593 | 드론4 목적지27 |  430스텝 | 배송 27/27 | 재적재  3 | 중계율 0.12 | alpha 1.465 | complete
Ep 594 | 드론4 목적지77 | 1000스텝 | 배송 58/77 | 재적재 11 | 중계율 0.27 | alpha 1.443 | step_limit
Ep 595 | 드론5 목적지64 |  756스텝 | 배송 64/64 | 재적재 10 | 중계율 0.15 | alpha 1.436 | complete
